ID	t	A0	notFoundBySE
74	7.00000	0.242737	
74	10.0000	0.278559	
75	1.00000	0.369537	
75	3.00000	0.444166	
75	5.00000	0.474049	
75	10.0000	0.484505	
75	14.0000	0.189023	
76	1.00000	0.335554	
76	3.00000	0.298320	
76	5.00000	0.271425	
76	7.00000	0.368768	
76	14.0000	0.174148	
77	1.00000	0.248638	
77	3.00000	0.233813	
77	5.00000	0.184066	
77	7.00000	0.163403	
77	10.0000	0.105531	
78	1.00000	0.332851	
78	3.00000	0.308070	
78	5.00000	0.267298	
78	7.00000	0.236391	
78	10.0000	0.202972	
78	14.0000	0.178063	
79	1.00000	0.360853	
79	3.00000	0.396877	
79	5.00000	0.165077	
79	7.00000	0.132491	
79	10.0000	0.468503	
80	1.00000	0.288105	
80	3.00000	0.308353	
80	7.00000	0.198371	
80	14.0000	0.135410	
81	1.00000	0.205303	
81	3.00000	0.187957	
81	5.00000	0.103721	
81	14.0000	0.123014	
82	1.00000	0.488304	
82	3.00000	0.481035	
82	5.00000	0.427642	
82	7.00000	0.393513	
82	10.0000	0.366641	
82	14.0000	0.324126	
83	1.00000	0.285520	
83	3.00000	0.301225	
83	5.00000	0.168576	
83	7.00000	0.213468	
83	10.0000	0.160248	
83	14.0000	0.141302	
84	1.00000	0.325157	
84	3.00000	0.302769	
84	5.00000	0.321902	
84	7.00000	0.238024	
85	1.00000	0.585773	
85	3.00000	0.553071	
85	5.00000	0.543251	
85	7.00000	0.509340	
85	10.0000	0.468053	
85	14.0000	0.453680	
86	1.00000	0.486913	
86	3.00000	0.467079	
86	5.00000	0.415104	
86	7.00000	0.394454	
86	10.0000	0.360522	
86	14.0000	0.326647	
87	1.00000	0.233544	
87	3.00000	0.219425	
87	5.00000	0.182123	
87	7.00000	0.149175	
87	10.0000	0.136903	
87	14.0000	0.114773	
88	5.00000	0.271410	
88	7.00000	0.240485	
88	10.0000	0.217418	
88	14.0000	0.205800	
89	5.00000	0.225681	
89	7.00000	0.207795	
89	10.0000	0.188981	
89	14.0000	0.156191	
90	1.00000	0.328579	
90	3.00000	0.296556	
90	5.00000	0.236996	
90	10.0000	0.122154	
90	14.0000	0.150542	
91	1.00000	0.504151	
91	3.00000	0.548297	
91	5.00000	0.491894	
91	7.00000	0.499147	
91	10.0000	0.459384	
91	14.0000	0.648616	
92	1.00000	0.494321	
92	3.00000	0.482106	
92	5.00000	0.428044	
92	7.00000	0.398862	
92	10.0000	0.367310	
92	14.0000	0.334397	
93	1.00000	0.281487	
93	3.00000	0.344955	
93	5.00000	0.306182	
93	7.00000	0.186883	
93	10.0000	0.195343	
94	1.00000	0.341033	
94	3.00000	0.316878	
94	5.00000	0.236583	
94	7.00000	0.201558	
94	10.0000	0.186243	
95	3.00000	0.534912	
95	5.00000	0.553240	
95	7.00000	0.435990	
95	10.0000	0.376003	
96	1.00000	0.306861	
96	3.00000	0.334291	
96	5.00000	0.349235	
96	7.00000	0.294611	
96	10.0000	0.253086	
96	14.0000	0.223877	
97	1.00000	0.269009	
97	3.00000	0.254041	
97	7.00000	0.197397	
97	10.0000	0.194826	
97	14.0000	0.166292	
98	1.00000	0.266516	
98	3.00000	0.343736	
98	5.00000	0.300080	
98	7.00000	0.275653	
99	1.00000	0.620020	
99	3.00000	0.603066	
99	5.00000	0.587309	
99	7.00000	0.556479	
99	10.0000	0.539853	
99	14.0000	0.506382	
100	1.00000	0.326098	
100	3.00000	0.323328	
100	5.00000	0.296330	
100	7.00000	0.271438	
100	10.0000	0.270756	
100	14.0000	0.235487	
101	1.00000	0.329968	
101	3.00000	0.281820	
101	5.00000	0.996043	
101	7.00000	0.242567	
101	10.0000	0.235369	
101	14.0000	0.200080	
102	3.00000	0.406809	
102	5.00000	0.311162	
102	7.00000	0.350282	
102	10.0000	0.330031	
102	14.0000	0.304818	
103	1.00000	0.479888	
103	5.00000	0.590161	
103	7.00000	0.397598	
103	10.0000	0.434518	
103	14.0000	0.487472	
104	1.00000	0.529409	
104	5.00000	0.525137	
104	7.00000	0.436322	
104	10.0000	0.320904	
104	14.0000	0.273772	
105	1.00000	0.436740	
105	5.00000	0.371336	
105	7.00000	0.341200	
105	10.0000	0.320537	
105	14.0000	0.290473	
106	1.00000	0.253993	
106	3.00000	0.231888	
106	5.00000	0.222737	
106	7.00000	0.183596	
106	14.0000	0.146329	
107	1.00000	0.329156	
107	3.00000	0.413316	
107	10.0000	0.475550	
107	14.0000	0.417518	
108	1.00000	0.285621	
108	3.00000	0.268919	
108	5.00000	0.302213	
108	7.00000	0.414119	
108	14.0000	0.236584	
109	1.00000	0.350176	
109	3.00000	0.337629	
109	5.00000	0.300201	
109	7.00000	0.279270	
109	10.0000	0.255907	
110	1.00000	0.372421	
110	3.00000	0.351124	
110	5.00000	0.311753	
110	7.00000	0.289344	
110	10.0000	0.252815	
110	14.0000	0.228923	
111	1.00000	0.393921	
111	5.00000	0.335955	
111	7.00000	0.326968	
111	10.0000	0.282537	
112	3.00000	0.330275	
112	5.00000	0.435498	
112	7.00000	0.310064	
112	10.0000	0.166668	
113	1.00000	0.354535	
113	3.00000	0.499669	
113	5.00000	0.299599	
113	7.00000	0.278115	
113	10.0000	0.257579	
113	14.0000	0.227790	
114	1.00000	0.358211	
114	3.00000	0.317837	
114	5.00000	0.303684	
114	7.00000	0.274774	
114	10.0000	0.253081	
114	14.0000	0.231379	
115	1.00000	0.419963	
115	3.00000	0.596745	
115	5.00000	0.302593	
115	7.00000	0.332944	
115	10.0000	0.294201	
116	1.00000	0.295985	
116	3.00000	0.324827	
116	5.00000	0.0923965	
116	7.00000	0.259034	
116	10.0000	0.197991	
116	14.0000	0.162250	
117	1.00000	0.261108	
117	3.00000	0.196178	
117	5.00000	0.201086	
117	7.00000	0.204592	
117	10.0000	0.159209	
117	14.0000	0.171827	
118	1.00000	0.424089	
118	3.00000	0.433377	
118	7.00000	0.364431	
118	10.0000	0.369210	
118	14.0000	0.260757	
119	1.00000	0.259713	
119	3.00000	0.239193	
119	5.00000	0.209476	
119	7.00000	0.304956	
119	10.0000	0.169508	
119	14.0000	0.230323	
120	1.00000	0.304812	
120	3.00000	0.255962	
120	10.0000	0.242609	
120	14.0000	0.205474	
121	1.00000	0.348322	
121	3.00000	0.302175	
121	5.00000	0.284220	
121	7.00000	0.610304	
121	10.0000	0.268197	
121	14.0000	0.231516	
122	1.00000	0.274415	
122	3.00000	0.260285	
122	5.00000	0.239018	
122	7.00000	0.219437	
122	10.0000	0.218461	
122	14.0000	0.169915	
123	1.00000	0.448360	
123	3.00000	0.412754	
123	5.00000	0.299453	
123	7.00000	0.195106	
124	1.00000	0.508637	
124	3.00000	0.460140	
124	5.00000	0.448856	
124	7.00000	0.410903	
124	14.0000	0.329263	
125	1.00000	0.353930	
125	5.00000	0.264887	
125	10.0000	0.257060	
125	14.0000	0.186190	
126	1.00000	0.465132	
126	3.00000	0.406654	
126	5.00000	0.429921	
126	7.00000	0.404666	
126	10.0000	0.321475	
126	14.0000	0.269677	
127	1.00000	0.949797	
127	3.00000	0.457418	
127	5.00000	0.477653	
127	7.00000	0.379617	
127	10.0000	0.447068	
127	14.0000	0.259743	
128	1.00000	0.433311	
128	3.00000	0.409637	
128	5.00000	0.383087	
128	7.00000	0.347569	
128	10.0000	0.316652	
128	14.0000	0.277398	
129	1.00000	0.553983	
129	3.00000	0.533252	
129	5.00000	0.496713	
129	7.00000	0.464400	
129	10.0000	0.425363	
129	14.0000	0.383060	
130	1.00000	0.294478	
130	3.00000	0.316242	
130	5.00000	0.279639	
130	7.00000	0.256655	
130	14.0000	0.128188	
131	1.00000	0.368300	
131	3.00000	0.340192	
131	7.00000	0.240029	
131	14.0000	0.225560	
132	5.00000	0.465514	
132	7.00000	0.348860	
132	10.0000	0.419176	
132	14.0000	0.302848	
133	1.00000	0.487912	
133	3.00000	0.476501	
133	5.00000	0.407756	
133	7.00000	0.384520	
133	10.0000	0.347127	
133	14.0000	0.306399	
134	1.00000	0.338338	
134	3.00000	0.321312	
134	5.00000	0.279916	
134	14.0000	0.198452	
135	1.00000	0.576519	
135	3.00000	0.560948	
135	5.00000	0.551840	
135	7.00000	0.511184	
135	10.0000	0.532310	
135	14.0000	0.476560	
136	1.00000	0.346240	
136	3.00000	0.320726	
136	5.00000	0.281469	
136	7.00000	0.256977	
136	10.0000	0.231772	
136	14.0000	0.196223	
137	1.00000	0.116161	
137	3.00000	0.389358	
137	5.00000	0.257070	
137	7.00000	0.266353	
137	10.0000	0.0529974	
138	1.00000	0.494403	
138	3.00000	0.567378	
138	5.00000	0.497513	
138	10.0000	0.362072	
138	14.0000	0.404221	
139	1.00000	0.429192	
139	3.00000	0.411514	
139	5.00000	0.364288	
139	7.00000	0.347156	
139	10.0000	0.326220	
139	14.0000	0.289585	
140	1.00000	0.351589	
140	3.00000	0.336374	
140	5.00000	0.278151	
140	7.00000	0.248469	
140	10.0000	0.231086	
140	14.0000	0.195858	
141	1.00000	0.370151	
141	3.00000	0.356076	
141	5.00000	0.344412	
141	7.00000	0.325783	
141	10.0000	0.290828	
142	1.00000	0.217207	
142	3.00000	0.306057	
142	5.00000	0.267498	
142	7.00000	0.254570	
142	10.0000	0.272515	
143	1.00000	0.427980	
143	3.00000	0.404489	
143	5.00000	0.351736	
143	7.00000	0.334665	
143	10.0000	0.292457	
143	14.0000	0.272481	
144	1.00000	0.258743	
144	3.00000	0.254041	
144	7.00000	0.177228	
144	10.0000	0.194826	
144	14.0000	0.166292	
145	1.00000	0.497864	
145	3.00000	0.405954	
145	5.00000	0.366170	
145	7.00000	0.343944	
145	10.0000	0.314444	
145	14.0000	0.278215	
146	1.00000	0.598752	
146	3.00000	0.592075	
146	5.00000	0.580071	
146	7.00000	0.563059	
146	10.0000	0.535256	
146	14.0000	0.518950	
147	1.00000	0.555469	
147	3.00000	0.528243	
147	5.00000	0.490993	
147	7.00000	0.467296	
147	10.0000	0.423989	
147	14.0000	0.384631	
148	1.00000	0.541027	
148	3.00000	0.478676	
148	5.00000	0.431817	
148	7.00000	0.417420	
148	10.0000	0.384771	
148	14.0000	0.328751	
149	1.00000	0.367664	
149	3.00000	0.364730	
149	5.00000	0.369790	
149	7.00000	0.433260	
149	10.0000	0.257579	
149	14.0000	0.306225	
150	1.00000	0.419055	
150	3.00000	0.460972	
150	7.00000	0.370570	
150	14.0000	0.303008	
151	1.00000	0.365825	
151	3.00000	0.364176	
151	5.00000	0.364985	
151	7.00000	0.343213	
151	10.0000	0.301457	
151	14.0000	0.281137	
152	1.00000	0.490740	
152	3.00000	0.486755	
152	5.00000	0.464657	
152	7.00000	0.523567	
152	10.0000	0.633521	
152	14.0000	0.407753	
153	1.00000	0.624544	
153	5.00000	0.549135	
153	7.00000	0.416004	
153	10.0000	0.411435	
153	14.0000	0.522018	
154	1.00000	0.606535	
154	3.00000	0.572796	
154	5.00000	0.546252	
154	7.00000	0.508439	
154	10.0000	0.476157	
154	14.0000	0.441841	
155	1.00000	0.443163	
155	3.00000	0.439768	
155	5.00000	0.401524	
155	7.00000	0.372997	
155	10.0000	0.323180	
155	14.0000	0.293790	
156	3.00000	0.206059	
156	5.00000	0.380880	
156	10.0000	0.121754	
156	14.0000	0.0724458	
157	1.00000	0.306424	
157	3.00000	0.215129	
157	5.00000	0.133664	
157	10.0000	0.102288	
157	14.0000	0.0848798	
158	1.00000	0.382286	
158	3.00000	0.321364	
158	5.00000	0.278289	
158	7.00000	0.258519	
158	10.0000	0.235380	
159	1.00000	0.547256	
159	3.00000	0.520012	
159	5.00000	0.469400	
159	7.00000	0.438969	
159	10.0000	0.417355	
159	14.0000	0.357265	
160	1.00000	0.505030	
160	3.00000	0.474514	
160	5.00000	0.411888	
160	7.00000	0.380533	
160	10.0000	0.362644	
160	14.0000	0.310991	
161	3.00000	0.124806	
161	5.00000	0.361726	
161	7.00000	0.355786	
161	10.0000	0.307696	
162	3.00000	0.529180	
162	5.00000	0.451242	
162	7.00000	0.425532	
162	10.0000	0.383358	
162	14.0000	0.306384	
163	1.00000	0.537255	
163	7.00000	0.437723	
163	10.0000	0.414006	
163	14.0000	0.383365	
164	1.00000	0.453171	
164	5.00000	0.398271	
164	10.0000	0.351876	
164	14.0000	0.308426	
165	1.00000	0.299066	
165	3.00000	0.253550	
165	5.00000	0.245725	
165	7.00000	0.201315	
165	10.0000	0.203544	
166	1.00000	0.533302	
166	3.00000	0.500479	
166	5.00000	0.442404	
166	7.00000	0.423773	
166	10.0000	0.365093	
167	1.00000	0.498644	
167	5.00000	0.283749	
167	7.00000	0.230087	
167	10.0000	0.401377	
167	14.0000	0.210539	
168	1.00000	0.424602	
168	3.00000	0.493975	
168	5.00000	0.335377	
168	7.00000	0.354054	
168	10.0000	0.310453	
168	14.0000	0.238778	
169	1.00000	0.446342	
169	3.00000	0.407821	
169	5.00000	0.322310	
169	7.00000	0.308187	
169	10.0000	0.258377	
169	14.0000	0.223662	
170	1.00000	0.603025	
170	3.00000	0.593731	
170	5.00000	0.567889	
170	7.00000	0.529312	
170	10.0000	0.442759	
170	14.0000	0.489426	
171	1.00000	0.424877	
171	3.00000	0.244818	
171	7.00000	0.759088	
171	10.0000	0.577016	
171	14.0000	0.218973	
172	1.00000	0.549084	
172	3.00000	0.534430	
172	5.00000	0.470184	
172	7.00000	0.441087	
172	10.0000	0.414830	
172	14.0000	0.373858	
173	1.00000	0.395769	
173	5.00000	0.345809	
173	10.0000	0.300297	
173	14.0000	0.276447	
174	1.00000	0.387152	
174	3.00000	0.376160	
174	5.00000	0.358561	
174	7.00000	0.345030	
174	10.0000	0.286459	
174	14.0000	0.267745	
175	3.00000	0.350064	
175	5.00000	0.292552	
175	7.00000	0.267154	
175	10.0000	0.230846	
175	14.0000	0.205311	
176	3.00000	0.286817	
176	5.00000	0.256929	
176	7.00000	0.230597	
176	10.0000	0.206758	
176	14.0000	0.173107	
177	5.00000	0.468995	
177	7.00000	0.423093	
177	10.0000	0.221831	
177	14.0000	0.491956	
178	1.00000	0.576170	
178	3.00000	0.557640	
178	5.00000	0.525002	
178	7.00000	0.485377	
178	10.0000	0.478571	
178	14.0000	0.459217	
179	1.00000	0.434115	
179	3.00000	0.367408	
179	5.00000	0.419812	
179	7.00000	0.310274	
179	10.0000	0.318070	
179	14.0000	0.250007	
180	1.00000	0.366382	
180	3.00000	0.349908	
180	5.00000	0.334738	
180	7.00000	0.299549	
180	10.0000	0.250418	
180	14.0000	0.201891	
181	1.00000	0.404566	
181	3.00000	0.389670	
181	5.00000	0.279767	
181	7.00000	0.256530	
181	10.0000	0.242618	
181	14.0000	0.211607	
182	1.00000	0.375819	
182	3.00000	0.594036	
182	5.00000	0.308330	
182	7.00000	0.291177	
182	10.0000	0.236158	
182	14.0000	0.205400	
183	1.00000	0.452943	
183	3.00000	0.540448	
183	10.0000	0.271034	
183	14.0000	0.282592	
184	1.00000	0.422464	
184	3.00000	0.409370	
184	5.00000	0.348753	
184	7.00000	0.315921	
184	10.0000	0.289262	
184	14.0000	0.237947	
185	1.00000	0.343253	
185	3.00000	0.445992	
185	5.00000	0.268488	
185	7.00000	0.242648	
185	10.0000	0.236860	
185	14.0000	0.194822	
186	1.00000	0.211208	
186	5.00000	0.186140	
186	7.00000	0.165880	
186	10.0000	0.141377	
187	1.00000	0.385425	
187	3.00000	0.319614	
187	5.00000	0.269328	
187	7.00000	0.233876	
187	10.0000	0.203358	
187	14.0000	0.176131	
188	1.00000	0.172284	
188	7.00000	0.171617	
188	10.0000	0.113163	
188	14.0000	0.107653	
189	1.00000	0.263524	
189	3.00000	0.230969	
189	5.00000	0.125461	
189	10.0000	0.0835124	
189	14.0000	0.0890619	
190	1.00000	0.235104	
190	3.00000	0.574936	
190	5.00000	0.107636	
190	7.00000	0.287987	
191	3.00000	0.378160	
191	5.00000	0.249252	
191	7.00000	0.486443	
191	10.0000	0.243985	
191	14.0000	0.249400	
192	3.00000	0.193237	
192	5.00000	0.133579	
192	7.00000	0.100563	
192	10.0000	0.0834008	
193	1.00000	0.595798	
193	5.00000	0.512523	
193	7.00000	0.479234	
193	14.0000	0.413821	
194	1.00000	0.488615	
194	3.00000	0.187948	
194	5.00000	0.371944	
194	7.00000	0.336603	
194	10.0000	0.317105	
194	14.0000	0.251564	
195	1.00000	0.462262	
195	3.00000	0.441752	
195	5.00000	0.395520	
195	7.00000	0.431008	
195	10.0000	0.347215	
195	14.0000	0.344342	
196	1.00000	0.576005	
196	3.00000	0.534384	
196	5.00000	0.488336	
196	7.00000	0.415010	
196	10.0000	0.452724	
196	14.0000	0.283185	
197	1.00000	0.349596	
197	3.00000	0.381957	
197	5.00000	0.361330	
197	7.00000	0.343241	
197	10.0000	0.245902	
197	14.0000	0.174506	
198	1.00000	0.529020	
198	3.00000	0.556899	
198	5.00000	0.475815	
198	7.00000	0.437458	
198	14.0000	0.391342	
199	1.00000	0.440120	
199	3.00000	0.408847	
199	5.00000	0.188835	
199	10.0000	0.187713	
199	14.0000	0.263353	
200	1.00000	0.596546	
200	3.00000	0.539293	
200	5.00000	0.481663	
200	7.00000	0.442953	
200	10.0000	0.390296	
200	14.0000	0.382394	
201	1.00000	0.552563	
201	3.00000	0.521692	
201	5.00000	0.455407	
201	7.00000	0.342818	
201	10.0000	0.446875	
201	14.0000	0.453800	
202	1.00000	0.366520	
202	3.00000	0.347140	
202	5.00000	0.322534	
202	7.00000	0.147508	
202	10.0000	0.278528	
202	14.0000	0.261497	
203	1.00000	0.366287	
203	3.00000	0.350304	
203	5.00000	0.340505	
203	7.00000	0.298892	
203	10.0000	0.103570	
203	14.0000	0.273045	
